DATE,HARVESTCO,AGE,SEX,TESTSTATUS,SOURCE,COLLECTIONMETHOD,GROUP,TRS
08172022,RANDOLPH,1,F,NOT DETECTED,DRP23,OTHERSHARPSHOOT,SHARPSHOOTING,3 5S 7W28
08172022,MONROE,2,F,NOT DETECTED,DRP23,OTHERSHARPSHOOT,SHARPSHOOTING,3 4S10W 5
08172022,MONROE,2,F,NOT DETECTED,DRP23,OTHERSHARPSHOOT,SHARPSHOOTING,3 4S10W 5
08172022,MONROE,1,F,NOT DETECTED,DRP23,OTHERSHARPSHOOT,SHARPSHOOTING,3 4S10W 5
08172022,MONROE,2,F,NOT DETECTED,DRP23,OTHERSHARPSHOOT,SHARPSHOOTING,3 4S10W 5
08172022,MONROE,1,F,NOT DETECTED,DRP23,OTHERSHARPSHOOT,SHARPSHOOTING,3 4S10W 5
08172022,MONROE,2,F,NOT DETECTED,DRP23,OTHERSHARPSHOOT,SHARPSHOOTING,3 4S10W 5
07222022,STCLAIR,2,M,NOT DETECTED,DRP23,OTHERSHARPSHOOT,SHARPSHOOTING,3 1S 7W20
09022022,CHAMPAIGN,1,M,NOT DETECTED,INCIDENTAL23,OTHER,OTHER,
09022022,CHAMPAIGN,U,F,NOT DETECTED,INCIDENTAL23,OTHER,OTHER,
08312022,JODAVIESS,2,M,NOT DETECTED,DRP23,OTHERSHARPSHOOT,SHARPSHOOTING,429N 2E19
09022022,JODAVIESS,3,F,NOT DETECTED,DRP23,OTHERSHARPSHOOT,SHARPSHOOTING,429N 2E19
10012022,DEKALB,2,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,338N 3E26
10022022,KENDALL,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,336N 8E 6
10012022,DEKALB,3,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,338N 3E26
10072022,LASALLE,2,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,333N 3E28
10022022,KENDALL,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,336N 7E 2
10012022,LASALLE,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,333N 5E35
10022022,LASALLE,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,38N 6E17
10032022,KENDALL,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,38N 3E22
10082022,LASALLE,3,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,333N 3E34
10112022,GRUNDY,2,F,NOT DETECTED,ROADKILL23,ROADKILL,ROADKILL,333N 6E25
10112022,KENDALL,2,M,POSITIVE,SUSPECT23,SUSPECT,SUSPECT,336N 6E 3
10092022,KANKAKEE,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,331N 9E10
10092022,KENDALL,F,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,337N 6E36
10052022,DEKALB,F,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,338N 3E26
10082022,DEKALB,2,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,338N 3E26
11132022,JODAVIESS,3,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,426N 1E10
11122022,JODAVIESS,3,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,426N 1E14
11122022,JODAVIESS,3,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,426N 1E13
11122022,JODAVIESS,3,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,426N 1E13
11132022,JODAVIESS,3,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,426N 1E24
11102022,JODAVIESS,4,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,427N 2E 6
11102022,JODAVIESS,4,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,427N 1E12
11102022,JODAVIESS,4,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,427N 2E 6
11102022,JODAVIESS,5,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,427N 2E 6
11122022,JODAVIESS,3,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,427N 2E 6
11112022,JODAVIESS,4,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,427N 2E 1
11092022,LIVINGSTON,3,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,328N 5E 7
11092022,MCLEAN,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,
11142022,LIVINGSTON,1,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,329N 5E26
11212022,DEWITT,5,M,NOT DETECTED,ROADKILL23,ROADKILL,ROADKILL,320N 4E 2
11232022,LIVINGSTON,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,326N 6E32
09022022,JODAVIESS,1,F,NOT DETECTED,DRP23,OTHERSHARPSHOOT,SHARPSHOOTING,429N 2E19
09262022,CARROLL,4,M,NOT DETECTED,SUSPECT23,SUSPECT,SUSPECT,425N 5E 2
10042022,JODAVIESS,1,F,NOT DETECTED,DRP23,OTHERSHARPSHOOT,SHARPSHOOTING,429N 2E19
08102022,JODAVIESS,5,F,NOT DETECTED,SUSPECT23,SUSPECT,SUSPECT,427N 1E22
10052022,JODAVIESS,4,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,426N 4E15
10052022,CARROLL,3,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 5E 1
10052022,CARROLL,3,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 6E 6
10052022,CARROLL,5,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 5E 7
10052022,CARROLL,3,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 5E 1
10052022,CARROLL,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 5E13
10052022,CARROLL,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 6E 7
10052022,CARROLL,3,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 5E 1
10052022,CARROLL,5,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 6E 7
10052022,CARROLL,3,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 6E 6
10052022,CARROLL,3,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 5E 1
10052022,CARROLL,5,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 5E 1
10052022,CARROLL,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 5E11
10052022,CARROLL,3,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 6E 6
10052022,JODAVIESS,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,428N 3E16
10082022,CARROLL,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 6E 7
10082022,CARROLL,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 5E14
10082022,CARROLL,4,F,POSITIVE,DROPOFF23,DROPOFF,HUNTING,425N 6E 7
10082022,CARROLL,4,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 6E 6
10082022,CARROLL,5,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 6E 7
10082022,CARROLL,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 5E 2
10082022,CARROLL,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 6E 6
10082022,STEPHENSON,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,428N 6E17
10082022,STEPHENSON,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,428N 6E17
10082022,STEPHENSON,2,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,428N 6E17
10082022,JODAVIESS,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,428N 3E 3
10082022,JODAVIESS,5,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,428N 3E 3
10082022,JODAVIESS,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,428N 3E15
10052022,LEE,1,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,422N10E27
10112022,FORD,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10112022,LIVINGSTON,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,329N 5E 5
10172022,FORD,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10122022,LIVINGSTON,3,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,329N 3E 9
10172022,LIVINGSTON,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,326N 6E32
10182022,LIVINGSTON,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,329N 4E27
10032022,MCHENRY,1,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,344N 9E 6
10032022,MCHENRY,2,F,POSITIVE,DROPOFF23,DROPOFF,HUNTING,346N 7E19
08292022,COOK,3,M,NOT DETECTED,SUSPECT23,SUSPECT,SUSPECT,335N14E 4
09142022,MACON,4,M,NOT DETECTED,SUSPECT23,SUSPECT,SUSPECT,316N 3E 7
10042022,MCHENRY,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,344N 5E30
10042022,MCHENRY,F,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,346N 7E19
10042022,MCHENRY,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,343N 6E 6
10042022,KANE,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,342N 8E 3
10042022,KANE,3,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,342N 8E 3
10112022,MCHENRY,1,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,346N 7E36
10112022,MCHENRY,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,344N 5E13
10112022,DEKALB,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,338N 3E23
10112022,KANE,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,342N 8E10
10112022,KANE,1,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,338N 6E 5
10112022,LAKE,3,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,345N 9E28
10112022,MCHENRY,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,346N 7E19
10112022,KANE,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,342N 8E10
10112022,KANE,F,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,342N 8E10
10022022,MCHENRY,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,346N 7E19
10032022,MCHENRY,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,346N 9E32
10042022,MCHENRY,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,344N 5E31
10012022,BOONE,3,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,344N 3E29
10012022,OGLE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,423N10E20
10012022,DEKALB,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,342N 3E23
10052022,WILL,3,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,333N 9E35
10072022,BOONE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,344N 3E19
10102022,OGLE,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,341N 1E24
10022022,LEE,2,F,POSITIVE,MEATLOCKER23,MEATLOCKER,HUNTING,422N10E33
10022022,KANE,1,M,POSITIVE,MEATLOCKER23,MEATLOCKER,HUNTING,342N 8E19
10032022,MCHENRY,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,345N 5E 1
10032022,MCHENRY,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,345N 6E20
10042022,MCHENRY,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,346N 6E15
10052022,MCHENRY,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,343N 6E 7
10082022,MCHENRY,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,346N 6E 8
10082022,MCHENRY,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,344N 8E11
10092022,MCHENRY,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,345N 7E27
10092022,MCHENRY,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,344N 7E31
10092022,MCHENRY,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,346N 6E15
10012022,LAKE,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,346N10E20
10012022,KANE,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,342N 8E10
10012022,KANE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,342N 8E10
10012022,MCHENRY,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,343N 9E 8
10012022,MCHENRY,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,346N 5E21
10022022,KANE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,342N 8E26
10022022,KANE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,342N 8E26
10022022,COOK,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10022022,MERCER,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10022022,JODAVIESS,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,429N 2E26
10032022,DEKALB,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,341N 4E 5
10032022,WILL,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,335N10E28
10032022,TAZEWELL,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10032022,LASALLE,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,334N 4E25
10042022,WOODFORD,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10042022,KANE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,341N 7E36
10052022,MCHENRY,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,345N 8E30
10052022,KANE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,339N 8E19
10062022,KANE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,342N 7E14
10062022,LAKE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,343N 9E24
10062022,KANE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,342N 8E10
10082022,MCHENRY,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,345N 8E32
10082022,WILL,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,335N12E23
10082022,MCHENRY,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,344N 7E22
10082022,MCHENRY,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,344N 8E23
10082022,KENDALL,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,337N 7E35
10082022,LAKE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,343N 9E21
10082022,COOK,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,336N13E13
10092022,MCHENRY,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,345N 6E35
10092022,KANE,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,341N 7E33
10092022,JODAVIESS,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 3E21
10092022,WILL,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,334N13E31
10092022,JODAVIESS,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 2E35
10102022,KANE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,342N 8E10
10102022,DUPAGE,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,340N 9E 6
10102022,WILL,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10102022,HANCOCK,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10102022,BROWN,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10112022,PIKE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10032022,STEPHENSON,4,F,POSITIVE,SUSPECT23,SUSPECT,SUSPECT,428N 9E33
10032022,BOONE,3,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,346N 3E31
10032022,COOK,5,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,337N15E32
10092022,KANE,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,339N 8E 2
10052022,PIKE,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,4 5S 4W23
10052022,GRUNDY,2,M,POSITIVE,MEATLOCKER23,MEATLOCKER,HUNTING,334N 7E31
10102022,LIVINGSTON,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,330N 6E 1
10112022,LIVINGSTON,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,330N 6E 1
10102022,DEKALB,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,342N 4E24
10102022,WAYNE,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING, 3N 6E26
10092022,DEKALB,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,338N 3E27
10112022,LASALLE,2,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,333N 5E32
10072022,KENDALL,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,336N 6E 9
10072022,DEKALB,2,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,38N 6E26
10072022,GRUNDY,1,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,333N 6E 1
10122022,KENDALL,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,337N 6E17
10112022,KENDALL,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,336N 6E 1
10162022,GRUNDY,1,F,POSITIVE,ROADKILL23,ROADKILL,ROADKILL,333N 8E16
10162022,DEKALB,2,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,38N 6E26
10152022,DEKALB,3,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,38N 6E26
10152022,KENDALL,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,336N 6E23
10152022,KENDALL,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,
10132022,DEKALB,2,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,38N 6E26
10122022,LEE,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,422N10E33
10122022,KANE,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,342N 8E10
10122022,LEE,2,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,422N10E34
10122022,LEE,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,422N10E34
10172022,LEE,1,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,419N10E 4
10172022,OGLE,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,423N 9E14
10132022,MCHENRY,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,344N 8E11
10132022,MCHENRY,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,346N 6E 8
10142022,LAKE,3,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,345N 9E28
10152022,MCHENRY,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,344N 9E31
10152022,LEE,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,421N10E 4
10152022,MCHENRY,1,M,POSITIVE,MEATLOCKER23,MEATLOCKER,HUNTING,343N 8E 2
10162022,MCHENRY,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,346N 6E 8
10172022,MCHENRY,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,345N 5E 1
10132022,MCHENRY,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,344N 6E16
10132022,KANE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,340N 7E19
10132022,OGLE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,423N10E 3
10132022,GRUNDY,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,33N10E10
10142022,BUREAU,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10142022,MCHENRY,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,43N10E10
10142022,KANE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,40N19E19
10142022,KANE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,42N14E14
10152022,WILL,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,37N11E32
10152022,KANE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,340N 8E20
10152022,KNOX,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10152022,OGLE,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,424N 8E 6
10152022,IROQUOIS,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10152022,COOK,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,342N 9E33
10172022,KANE,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,342N 8E 2
10172022,KANE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,342N 6E 3
10172022,KENDALL,1,M,POSITIVE,MEATLOCKER23,MEATLOCKER,HUNTING,337N 6E36
10172022,MCHENRY,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,344N 6E 6
10172022,KANE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,340N 7E21
10172022,KANE,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,342N 7E 1
10182022,KANE,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,342N 7E 7
10142022,MCHENRY,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,344N 7E31
10142022,MCHENRY,2,F,POSITIVE,DROPOFF23,DROPOFF,HUNTING,346N 6E15
10182022,MCHENRY,2,F,NOT DETECTED,DRP23,OTHERSHARPSHOOT,SHARPSHOOTING,346N 9E19
10182022,MCHENRY,3,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,343N 6E 6
10182022,MCHENRY,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,344N 5E30
10032022,LEE,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,420N11E24
10102022,LEE,4,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,420N11E24
10172022,MCHENRY,1,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,345N 9E29
10172022,JODAVIESS,1,M,POSITIVE,DROPOFF23,DROPOFF,HUNTING,426N 4E13
10172022,BOONE,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,344N 4E32
10172022,BOONE,1,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,344N 3E29
10142022,CARROLL,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 5E14
10142022,CARROLL,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 5E13
10142022,CARROLL,1,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 6E18
10142022,JODAVIESS,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,428N 3E10
